open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
4643.7862,4703.4897,4643.7862,4702.0738,207367474,000300.SH,2025-11-13,NA,NA,CNY
4663.3175,4684.2578,4628.0242,4628.1398,192092676,000300.SH,2025-11-14,NA,NA,CNY
4616.8058,4624.8976,4580.2613,4598.0525,188955466,000300.SH,2025-11-17,NA,NA,CNY
4584.7896,4606.6167,4552.8038,4568.1928,177713185,000300.SH,2025-11-18,NA,NA,CNY
4568.0365,4607.8627,4568.0365,4588.2922,172924974,000300.SH,2025-11-19,NA,NA,CNY
4619.5401,4620.6529,4560.1814,4564.9483,194562593,000300.SH,2025-11-20,NA,NA,CNY
4513.3858,4527.0436,4453.1819,4453.6076,222851013,000300.SH,2025-11-21,NA,NA,CNY
4473.1563,4478.8081,4421.8123,4448.0478,185833729,000300.SH,2025-11-24,NA,NA,CNY
4475.8359,4510.7729,4467.3529,4490.4047,169571929,000300.SH,2025-11-25,NA,NA,CNY
4490.2021,4538.1361,4485.6984,4517.6255,156200368,000300.SH,2025-11-26,NA,NA,CNY
4520.014,4559.2183,4509.8635,4515.4027,150311772,000300.SH,2025-11-27,NA,NA,CNY
4511.4972,4531.7219,4492.4256,4526.6616,142902096,000300.SH,2025-11-28,NA,NA,CNY
4539.1877,4576.9654,4531.2917,4576.4856,200382317,000300.SH,2025-12-01,NA,NA,CNY
4571.9098,4575.4945,4539.4312,4554.3347,148493132,000300.SH,2025-12-02,NA,NA,CNY
4554.5894,4569.821,4523.5017,4531.0486,169762790,000300.SH,2025-12-03,NA,NA,CNY
4533.6004,4557.4228,4514.1878,4546.5664,147198110,000300.SH,2025-12-04,NA,NA,CNY
4547.9056,4593.8279,4535.0195,4584.5368,196799968,000300.SH,2025-12-05,NA,NA,CNY
4593.1399,4640.6256,4592.7414,4621.7545,199620990,000300.SH,2025-12-08,NA,NA,CNY
4611.379,4628.7049,4584.254,4598.2232,184160344,000300.SH,2025-12-09,NA,NA,CNY
4586.254,4598.5366,4549.0798,4591.8273,169111106,000300.SH,2025-12-10,NA,NA,CNY
4597.1901,4610.2787,4547.1372,4552.1848,168419405,000300.SH,2025-12-11,NA,NA,CNY
4558.7375,4583.6753,4530.7841,4580.95,212826520,000300.SH,2025-12-12,NA,NA,CNY
4550.0028,4595.0463,4548.4382,4552.0596,167589967,000300.SH,2025-12-15,NA,NA,CNY
4542.4226,4553.0806,4484.27,4497.5545,165165201,000300.SH,2025-12-16,NA,NA,CNY
4499.7729,4594.6556,4498.9304,4579.875,178424830,000300.SH,2025-12-17,NA,NA,CNY
4553.9788,4571.9683,4544.1416,4552.7926,151681328,000300.SH,2025-12-18,NA,NA,CNY
4561.3729,4591.0931,4546.8465,4568.1781,154876220,000300.SH,2025-12-19,NA,NA,CNY
4587.6683,4615.8721,4587.6683,4611.6235,165252856,000300.SH,2025-12-22,NA,NA,CNY
4616.026,4644.5347,4607.7992,4620.7341,169256412,000300.SH,2025-12-23,NA,NA,CNY
4623.6831,4639.4278,4602.1444,4634.0586,153711241,000300.SH,2025-12-24,NA,NA,CNY
4629.3195,4651.1535,4621.9208,4642.5357,139434186,000300.SH,2025-12-25,NA,NA,CNY
4639.7895,4676.131,4635.1052,4657.24,175396565,000300.SH,2025-12-26,NA,NA,CNY
4658.2654,4672.0352,4629.0567,4639.3721,200397133,000300.SH,2025-12-29,NA,NA,CNY
4617.3163,4664.3305,4616.6323,4651.2818,180374974,000300.SH,2025-12-30,NA,NA,CNY
4656.48,4667.0467,4622.0988,4629.9395,170760224,000300.SH,2025-12-31,NA,NA,CNY
