open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
5.3094184494451,5.3151853775219,5.2786614997017,5.2834672730991,309257247,510500.SH,2024-01-02,NA,NA,CNY
5.2767391903428,5.3026903666887,5.2488657046378,5.2767391903428,225549747,510500.SH,2024-01-03,NA,NA,CNY
5.2777003450222,5.2815449637401,5.2065748987407,5.2344483844456,274755534,510500.SH,2024-01-04,NA,NA,CNY
5.2267591470098,5.2507880139968,5.1479444632925,5.1671675568821,203198730,510500.SH,2024-01-05,NA,NA,CNY
5.1527502366899,5.1556337007283,5.0441397579087,5.0460620672677,292271227,510500.SH,2024-01-08,NA,NA,CNY
5.0479843766266,5.102770193357,5.0345282111139,5.0575959234214,222079452,510500.SH,2024-01-09,NA,NA,CNY
5.0402951391908,5.0970032652801,4.9980043332937,5.0451009125882,209654218,510500.SH,2024-01-10,NA,NA,CNY
5.0364505204729,5.1277602150234,5.0316447470755,5.1056536573954,269530893,510500.SH,2024-01-11,NA,NA,CNY
5.0893140278442,5.1498667726514,5.0835470997674,5.0864305638058,237771181,510500.SH,2024-01-12,NA,NA,CNY
5.0700909342546,5.1258379056645,5.0499066859856,5.0739355529726,157741469,510500.SH,2024-01-15,NA,NA,CNY
5.0614405421393,5.0912363372032,5.0076158800885,5.0691297795752,239041191,510500.SH,2024-01-16,NA,NA,CNY
5.0499066859856,5.0575959234214,4.9384127431659,4.9412962072044,198166086,510500.SH,2024-01-17,NA,NA,CNY
4.936490433807,4.9528300633581,4.8076957067567,4.9461019806018,476078766,510500.SH,2024-01-18,NA,NA,CNY
4.9201508042558,4.9614804554735,4.8970830919483,4.9076557934226,319621772,510500.SH,2024-01-19,NA,NA,CNY
4.890355009192,4.8970830919483,4.6327655550915,4.6808232890654,374553505,510500.SH,2024-01-22,NA,NA,CNY
4.655833267399,4.7778999116929,4.6145036161813,4.7557933540648,330990310,510500.SH,2024-01-23,NA,NA,CNY
4.7586768181033,4.8307634190642,4.6510274940016,4.8230741816284,344663680,510500.SH,2024-01-24,NA,NA,CNY
4.8230741816284,4.9682085382298,4.7827056850903,4.9653250741914,344570007,510500.SH,2024-01-25,NA,NA,CNY
4.9451408259223,4.9672473835503,4.8932384732304,4.910539257461,291476644,510500.SH,2024-01-26,NA,NA,CNY
4.9163061855379,4.9355292791275,4.8173072535515,4.818268408231,196604220,510500.SH,2024-01-29,NA,NA,CNY
4.7990453146414,4.8317245737437,4.6981240732961,4.7202306309241,188573563,510500.SH,2024-01-30,NA,NA,CNY
4.7096579294498,4.7269587136804,4.5904747491943,4.5972028319507,347048353,510500.SH,2024-01-31,NA,NA,CNY
4.5712516556048,4.6673671235527,4.5260773856692,4.5799020477201,348202485,510500.SH,2024-02-01,NA,NA,CNY
4.5789408930406,4.6241151629761,4.3290406763759,4.4568742487467,384502313,510500.SH,2024-02-02,NA,NA,CNY
4.4405346191955,4.4982038999643,4.1819840104155,4.3588364714398,3513023777,510500.SH,2024-02-05,NA,NA,CNY
4.3088564281068,4.7384925698342,4.2915556438762,4.722152940283,1028044408,510500.SH,2024-02-06,NA,NA,CNY
