open,high,low,close,volume,thscode,time,thsname_cn,thsname_en,currency
3.2678196078113,3.2678196078113,3.2202300018723,3.2220962609288,942930578,510300.SH,2024-01-02,NA,NA,CNY
3.2155643542312,3.2286281676263,3.1987680227234,3.2127649656466,1061750273,510300.SH,2024-01-03,NA,NA,CNY
3.2118318361184,3.2118318361184,3.1605097120665,3.1847710798001,1666152481,510300.SH,2024-01-04,NA,NA,CNY
3.1763729140462,3.2090324475337,3.1511784167844,3.1689078778205,1699669666,510300.SH,2024-01-05,NA,NA,CNY
3.1623759711229,3.175439784518,3.1222514014097,3.1250507899943,1730424386,510300.SH,2024-01-08,NA,NA,CNY
3.1269170490508,3.1455796396151,3.1157194947122,3.13251582622,1131217813,510300.SH,2024-01-09,NA,NA,CNY
3.1259839195225,3.1549109348972,3.1091875880147,3.1175857537686,958254057,510300.SH,2024-01-10,NA,NA,CNY
3.1175857537686,3.153977805369,3.1110538470711,3.1353152148047,1266237158,510300.SH,2024-01-11,NA,NA,CNY
3.1269170490508,3.1511784167844,3.1222514014097,3.1250507899943,841327273,510300.SH,2024-01-12,NA,NA,CNY
3.1073213289582,3.1493121577279,3.1017225517889,3.1213182718815,905570620,510300.SH,2024-01-15,NA,NA,CNY
3.1166526242404,3.1427802510304,3.1035888108454,3.1418471215022,1768952352,510300.SH,2024-01-16,NA,NA,CNY
3.13251582622,3.13251582622,3.0699961478296,3.071862406886,1286215182,510300.SH,2024-01-17,NA,NA,CNY
3.0672224941758,3.1215517925499,3.0176589237292,3.1148797734513,4754351134,510300.SH,2024-01-18,NA,NA,CNY
3.0967700073266,3.131083248405,3.090097988228,3.1215517925499,3694452124,510300.SH,2024-01-19,NA,NA,CNY
3.1120203366948,3.1215517925499,3.043393854538,3.0557847471496,4647056467,510300.SH,2024-01-22,NA,NA,CNY
3.049112728051,3.0948637161556,3.0367218354394,3.0767539500309,1392480372,510300.SH,2024-01-23,NA,NA,CNY
3.0872385514715,3.1263175204775,3.0386281266104,3.125364374892,2278936853,510300.SH,2024-01-24,NA,NA,CNY
3.1167860646223,3.1835062556081,3.1082077543527,3.1787405276806,1648701409,510300.SH,2024-01-25,NA,NA,CNY
3.172068508582,3.1930377114633,3.1568181792138,3.1730216541675,2183305124,510300.SH,2024-01-26,NA,NA,CNY
3.1749279453385,3.1882719835357,3.1434741410167,3.1444272866022,1011393030,510300.SH,2024-01-29,NA,NA,CNY
3.127270666063,3.1434741410167,3.0891448426425,3.0910511338135,1889262338,510300.SH,2024-01-30,NA,NA,CNY
3.0815196779584,3.0967700073266,3.04720643688,3.0710350765178,1909099700,510300.SH,2024-01-31,NA,NA,CNY
